codigo_venda,data,total
31662,"2018-09-05 12:01:55",106.93
31782,"2018-09-05 12:12:08",56.36
31827,"2018-09-05 12:15:33",112.64
31886,"2018-09-05 12:20:18",62.04
31948,"2018-09-05 12:26:06",44.89
31991,"2018-09-05 12:29:29",62.04
31995,"2018-09-05 12:29:44",44.89
31999,"2018-09-05 12:29:53",57.85
32128,"2018-09-05 12:40:23",57.85
32200,"2018-09-05 12:45:15",62.04
32263,"2018-09-05 12:50:15",56.36
32363,"2018-09-05 12:58:48",56.36
32370,"2018-09-05 12:59:14",116.83
32423,"2018-09-05 13:03:35",102.74
